	subsys4	indices	HLD_85_R1	HLD_80_R1	HLD_72_2_R1	HLD_47_R1	HLD_28_R1	HLD_23_R1	HLD_112_R1	HLD_111_2_R1	HLD_102_R1	HLD_100_R1	CL_177_R1	CL_173_2_R1	CL_169_BL_R1	CL_166_BL_R2_R1	CL_165_R1	CL_160_R1	CL_144_2_R1	CL_141_BL_R2_R1	CL_139_BL_2_R1	CL_119_R1
1451	Conjugative transposon protein TraO	1451	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
1452	Conjugative transposon protein TraP	1452	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1453	Conjugative transposon protein TraQ	1453	10	1	1	1	1	1	1	110	1	1	0	1	3	0	5	1	1	36	1	1
1454	Conjugative transposon transfer DNA helicase	1454	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
1455	Conserved ATP-binding protein YghS	1455	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
1456	Conserved domain protein in cluster with two glycosyl transferases	1456	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
1457	conserved hypothetical membrane protein, paralogue of Y20848	1457	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
1458	Conserved hypothetical protein (perhaps related to histidine degradation)	1458	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
1459	conserved hypothetical protein in cyt c oxidase gene clusters	1459	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
1460	Conserved hypothetical protein probably involved in assimilatory sulfate reduction	1460	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
1461	Conserved hypothetical protein probably involved in sulfate reduction	1461	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
1462	Conserved hypothetical TPR repeat protein, clustered with yghQ	1462	10	15	35	1	1	1	1	1	1	1	669	1	3	393	1	1	1	199	104	1
1463	conserved protein associated with acetyl-CoA C-acyltransferase	1463	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
1464	Conserved protein IgrD	1464	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
1465	Conserved protein LiaG in B. subtilis in Lia cluster	1465	10	5	0	0	0	0	0	0	0	0	0	0	4	0	0	1	0	0	0	0
1466	Conserved protein YcjX with nucleoside triphosphate hydrolase domain	1466	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
1467	Conserved protein YghR, with nucleoside triphosphate hydrolase domain	1467	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
1468	Conserved protein YghT, with nucleoside triphosphate hydrolase domain	1468	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
1469	Conserved protein YqhG	1469	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
1470	Conserved uncharacterized protein CreA	1470	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
1471	copalyl diphosphate synthase (CPS) (ent-kaurene synthetase A)	1471	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
1472	CopG protein	1472	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
1473	Copper chaperone	1473	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
1474	Copper ion binding protein	1474	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
1475	Copper metallochaperone, bacterial analog of Cox17 protein	1475	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
1476	Copper resistance protein B	1476	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
1477	Copper resistance protein C precursor	1477	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
1478	Copper resistance protein D	1478	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
1479	Copper sensory histidine kinase CpxA	1479	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
1480	Copper sensory histidine kinase CusS	1480	10	2	0	0	1	0	1	0	0	1	0	2	3	0	0	0	0	0	0	0
1481	Copper tolerance protein	1481	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
1482	Copper-containing nitrite reductase (EC 1.7.2.1)	1482	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
1483	Copper-sensing two-component system response regulator CpxR	1483	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
1484	Copper-sensing two-component system response regulator CusR	1484	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
1485	Copper-translocating P-type ATPase (EC 3.6.3.4)	1485	10	1	1	1	1	1	7	1	1	1	0	1	3	2	1	1	1	58	1	1
1486	Coproporphyrinogen III oxidase, aerobic (EC 1.3.3.3)	1486	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
1487	Coproporphyrinogen III oxidase, oxygen-independent (EC 1.3.99.22)	1487	10	1	1	1	1	17	20	1	1	1	0	1	3	0	1	1	1	1	1	1
1488	Coproporphyrinogen III oxidase, oxygen-independent (EC 1.3.99.22), divergent, putative	1488	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
1489	Coproporphyrinogen III oxidase, oxygen-independent (EC 1.3.99.22), divergent, putative 2	1489	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
1490	corresponds to STY3070 from Accession AL513382: Salmonella typhi CT18	1490	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
1491	Coupling protein VirD4, ATPase required for T-DNA transfer	1491	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
1492	Creatinase (EC 3.5.3.3)	1492	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
1493	Creatinine amidohydrolase (EC 3.5.2.10)	1493	10	1	1	1	1	1	1	1	1	1	0	1	3	3	1	1	1	1	18	1
1494	CRISPR-associated helicase Cas3	1494	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1495	CRISPR-associated helicase Cas3, protein	1495	10	2	7	0	1	3	1	3	4	14	0	3	3	0	4	1	0	9	7	0
1496	CRISPR-associated negative autoregulator	1496	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
1497	CRISPR-associated protein Cas02710	1497	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
1498	CRISPR-associated protein Cas1	1498	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
1499	CRISPR-associated protein Cas2	1499	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
1500	CRISPR-associated protein Cas7	1500	10	1	9	55	295	6	1	17	319	20	380	11	3	2	1	1	1	25	208	9
1501	CRISPR-associated protein Csx11	1501	10	1	1	1	1	1	634	2045	286	738	0	705	637	0	2303	1	11	1	1	1
1502	CRISPR-associated protein MTH1087	1502	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
1503	CRISPR-associated protein NE0113	1503	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
1504	CRISPR-associated protein TM1812	1504	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
1505	CRISPR-associated protein, Cas2	1505	10	1	3929	1	1	1	1	2351	1	1	0	1	3	0	1	203	1	14	1579	1
1506	CRISPR-associated protein, Csn1 family	1506	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
1507	CRISPR-associated protein, CT1133 family	1507	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
1508	CRISPR-associated protein, CT1134 family	1508	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
1509	CRISPR-associated protein, CT1972 family	1509	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
1510	CRISPR-associated protein, CT1973 family	1510	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
1511	CRISPR-associated protein, CT1974	1511	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
1512	CRISPR-associated protein, CT1975 family	1512	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
1513	CRISPR-associated protein, CT1976	1513	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
1514	CRISPR-associated protein, MJ0381 family	1514	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
1515	CRISPR-associated protein, SAG0894 family	1515	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
1516	CRISPR-associated protein, TM1800 family	1516	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
1517	CRISPR-associated protein, TM1801 family	1517	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
1518	CRISPR-associated protein, TM1802 family	1518	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
1519	CRISPR-associated protein, WS1616 family	1519	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	11	304	121	1
1520	CRISPR-associated RAMP Cmr1	1520	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
1521	CRISPR-associated RAMP Cmr2	1521	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
1522	CRISPR-associated RAMP Cmr3	1522	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
1523	CRISPR-associated RAMP Cmr4	1523	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	11	1	1
1524	CRISPR-associated RAMP Cmr5	1524	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
1525	CRISPR-associated RAMP Cmr6	1525	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
1526	CRISPR-associated RecB family exonuclease Cas4a	1526	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
1527	CRISPR-associated RecB family exonuclease Cas4b	1527	10	1	1	156	11	1	1	1	1	1	0	1	3	0	1	219	1	1	1	1
1528	Cro-like repressor [SA bacteriophages 11, Mu50B]	1528	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
1529	Cro-like repressor, superantigen-encoding pathogenicity islands SaPI	1529	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
1530	Crossover junction endodeoxyribonuclease RuvC (EC 3.1.22.4)	1530	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	4	1	1
1531	Crotonobetaine carnitine-CoA ligase (EC 6.3.2.-)	1531	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
1532	Crotonobetainyl-CoA dehydrogenase (EC 1.3.99.-)	1532	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
1533	Crotonobetainyl-CoA:carnitine CoA-transferase (EC 2.8.3.-)	1533	10	1	18	1	1	12	1	1	1	1	55	1	3	101	1	1	1	29	9	1
1534	Crotonyl-CoA carboxylase/reductase, ethylmalonyl-CoA producing	1534	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
1535	crotonyl-CoA reductase	1535	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
1536	CrtT-methyltransferase-like protein	1536	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
1537	Cryptochrome	1537	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
1538	CTP synthase (EC 6.3.4.2)	1538	10	8	1	1	1	1	1	1	1	1	0	1	3	0	1	227	1	1	1	1
1539	CTP:molybdopterin cytidylyltransferase	1539	10	2	0	0	4	1	1	0	0	2	0	2	0	0	1	1	0	1	1	0
1540	Cu(I)-responsive transcriptional regulator	1540	10	1	1	1	1	1	1	1	1	1	228	1	19	7	1	1	1	1341	1	4921
1541	Curli production assembly/transport component CsgE	1541	10	8	1	1	1	1	7	1	1	1	16	1	3	35	1	1	1	1	9	5
1542	Curli production assembly/transport component CsgF	1542	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
1543	Curli production assembly/transport component CsgG	1543	10	1	9	1	1	12	1	1	8	1	32	1	3	141	1	1	1	123	61	1
1544	Cyanate ABC transporter, ATP-binding protein	1544	10	1	1	1	1	1	1	1	1	1	455	1	3	133	1	1	11	4	35	928
1545	Cyanate ABC transporter, permease protein	1545	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
1546	Cyanate ABC transporter, substrate binding protein	1546	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
1547	Cyanate hydratase (EC 4.2.1.104)	1547	10	6	5	0	0	0	12	1	0	0	0	0	3	0	0	4	0	0	0	0
1548	Cyanate transport protein CynX	1548	10	2	2	3	0	6	3	2	0	16	3	16	8	1	13	1	2	18	1	4
1549	Cyanide insensitive terminal oxidase, putative subunit III	1549	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
1550	Cyanide insensitive terminal oxidase, subunit II	1550	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
1551	Cyanobacteria-specific RpoD-like sigma factor, type-12	1551	10	1	1	1	16	1	1	1	1	1	10	143	37	22	91	1	1	1	18	1
1552	Cyanobacteria-specific RpoD-like sigma factor, type-13	1552	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
1553	Cyanoglobin	1553	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
1554	Cyanophycin synthase (EC 6.3.2.29)(EC 6.3.2.30)	1554	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
1555	Cyanophycin synthase II	1555	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
1556	Cyanophycinase (EC 3.4.15.6)	1556	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
1557	Cyclic AMP receptor protein	1557	10	1	1	1	1	1	1	1	1	1	0	1	3	0	15	1	1	1	1	1
1558	Cyclic beta-1,2-glucan modification transmembrane protein	1558	10	76	1	210	6	1	1	1	196	1	12	11	3	0	20	4	1	1	1	1
1559	Cyclic beta-1,2-glucan synthase (EC 2.4.1.-)	1559	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
1560	Cyclohexadienyl dehydratase (EC 4.2.1.51)(EC 4.2.1.91)	1560	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
1561	Cyclohexadienyl dehydrogenase (EC 1.3.1.12)(EC 1.3.1.43)	1561	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
1562	cyclolysin secretion ATP-binding protein	1562	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
1563	cyclolysin secretion protein	1563	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
1564	cyclolysin-activating lysine-acyltransferase	1564	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
1565	Cyclomaltodextrin glucanotransferase (EC 2.4.1.19)	1565	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
1566	Cyclopropane-fatty-acyl-phospholipid synthase (EC 2.1.1.79)	1566	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
1567	CYCLOPROPANE-FATTY-ACYL-PHOSPHOLIPID SYNTHASE 1 CMAA1 (CYCLOPROPANE FATTY ACID SYNTHASE) (CFA SYNTHASE) (CYCLOPROPANE MYCOLIC ACID SYNTHASE 1)	1567	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
1568	Cyclopropane-fatty-acyl-phospholipid synthase-like protein, clusters with FIG005069	1568	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
1569	Cyn operon transcriptional activator	1569	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
1570	Cys regulon transcriptional activator CysB	1570	10	1	1	1	1	1	1	1	1	1	0	21	3	0	1	97	1	1	1	1
1571	Cystathionine beta-lyase (EC 4.4.1.8)	1571	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
1572	Cystathionine beta-synthase (EC 4.2.1.22)	1572	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
1573	Cystathionine gamma-lyase (EC 4.4.1.1)	1573	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
1574	Cystathionine gamma-synthase (EC 2.5.1.48)	1574	10	111	271	0	95	326	357	756	0	90	4	52	319	0	16	3	46	490	3	0
1575	Cysteine desulfurase (EC 2.8.1.7)	1575	10	8	1	1	1	1	1	1	1	26	0	1	3	0	1	1	1	1	1	1
1576	Cysteine desulfurase (EC 2.8.1.7), IscS subfamily	1576	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
1577	Cysteine desulfurase (EC 2.8.1.7), NifS subfamily	1577	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
1578	Cysteine desulfurase (EC 2.8.1.7), SufS subfamily	1578	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
1579	Cysteine desulfurase CsdA-CsdE (EC 2.8.1.7), main protein CsdA	1579	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
1580	Cysteine desulfurase CsdA-CsdE, sulfur acceptor protein CsdE	1580	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
1581	Cysteine synthase (EC 2.5.1.47)	1581	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
1582	Cysteine synthase A (EC 2.5.1.47)	1582	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
1583	Cysteine synthase B (EC 2.5.1.47)	1583	10	1	1	1	1	1281	7	1	1	1	0	1	3	0	10	73	1	1	1	1
1584	Cysteinyl-tRNA synthetase (EC 6.1.1.16)	1584	10	0	0	0	1	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0
1585	Cysteinyl-tRNA synthetase paralog 2	1585	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
1586	Cysteinyl-tRNA synthetase related protein	1586	10	1	1	1	1	6	1	1	1	1	0	1	3	0	1	1	1	11	1	1
1587	Cystine ABC transporter, ATP-binding protein	1587	10	1	1	1	1	17	1	1	1	1	38	1	3	12	1	1	1	4	1	1
1588	Cystine ABC transporter, periplasmic cystine-binding protein FliY	1588	10	1	1	1	1	63	1	1	1	1	0	1	3	0	1	1	1	1	1	1
1589	Cystine ABC transporter, permease protein	1589	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
1590	Cytidine deaminase (EC 3.5.4.5)	1590	10	0	0	1	1	1	2	0	0	7	0	0	5	0	0	0	0	0	0	0
1591	Cytidylate kinase (EC 2.7.4.14)	1591	10	2	7	0	1	2	1	1	18	2	0	2	9	0	1	0	1	1	7	0
1592	Cytochrome c heme lyase subunit CcmF	1592	10	0	1	8	1	4	12	1	0	3	0	1	0	0	0	1	1	0	1	1
1593	Cytochrome c heme lyase subunit CcmH	1593	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
1594	Cytochrome c heme lyase subunit CcmL	1594	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
1595	Cytochrome c in methylamine utilization cluster	1595	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
1596	Cytochrome c nitrite reductase, small subunit NrfH	1596	10	3	0	26	0	16	8	0	2	19	0	1	0	0	0	0	0	0	0	0
1597	Cytochrome c oxidase (B(O/a)3-type) chain I (EC 1.9.3.1)	1597	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
1598	Cytochrome c oxidase (B(O/a)3-type) chain II (EC 1.9.3.1)	1598	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
1599	Cytochrome c oxidase polypeptide I (EC 1.9.3.1)	1599	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
1600	Cytochrome c oxidase polypeptide II (EC 1.9.3.1)	1600	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
1601	Cytochrome c oxidase polypeptide III (EC 1.9.3.1)	1601	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
1602	Cytochrome c oxidase polypeptide IV(EC 1.9.3.1)	1602	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
1603	Cytochrome c oxidase subunit CcoN (EC 1.9.3.1)	1603	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
1604	Cytochrome c oxidase subunit CcoO (EC 1.9.3.1)	1604	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
1605	Cytochrome c oxidase subunit CcoP (EC 1.9.3.1)	1605	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
1606	Cytochrome c oxidase subunit CcoQ (EC 1.9.3.1)	1606	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
1607	Cytochrome c oxidase, subunit IV (EC 1.9.3.1)	1607	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
1608	cytochrome c subunit of flavocytochrome c sulfide dehydrogenase	1608	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
1609	Cytochrome c-552 precursor	1609	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
1610	Cytochrome c-type biogenesis protein CcdA (DsbD analog)	1610	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
1611	Cytochrome c-type biogenesis protein CcdA homolog, associated with MetSO reductase	1611	10	1	1	1	1	1	1	9	1	1	0	1	3	0	1	1	1	1	1	1
1612	Cytochrome c-type biogenesis protein CcmC, putative heme lyase for CcmE	1612	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
1613	Cytochrome c-type biogenesis protein CcmD, interacts with CcmCE	1613	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
1614	Cytochrome c-type biogenesis protein CcmE, heme chaperone	1614	10	1	1	1	1	1	1	1	1	1	0	1	2638	307	1	1	1243	1	1	1
1615	Cytochrome c-type biogenesis protein CcmG/DsbE, thiol:disulfide oxidoreductase	1615	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
1616	Cytochrome c-type biogenesis protein Ccs1/ResB	1616	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
1617	Cytochrome c-type biogenesis protein CcsA/ResC	1617	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
1618	Cytochrome c-type biogenesis protein DsbD, protein-disulfide reductase (EC 1.8.1.8)	1618	10	2787	9	1	4207	4625	1	289	573	3320	20	1	3	0	1	682	1	4	1	395
1619	Cytochrome c-type biogenesis protein ResA	1619	10	4	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1620	Cytochrome c-type heme lyase subunit nrfE, nitrite reductase complex assembly	1620	10	1	9	1	1	144	1	1	1	1	210	1	3	141	1	1	1	90	1	9
1621	Cytochrome c-type heme lyase subunit nrfF, nitrite reductase complex assembly	1621	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
1622	Cytochrome c-type heme lyase subunit nrfG, nitrite reductase complex assembly	1622	10	1	1	1	1	12	1	1	1	1	67	1	3	5	1	1	1	4	1	1
1623	Cytochrome c-type protein NapC	1623	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
1624	Cytochrome c-type protein NrfB precursor	1624	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
1625	Cytochrome c-type protein TorC	1625	10	1	9	1	1	40	1	1	1	1	30	1	3	52	1	1	1	25	1	1
1626	Cytochrome c-type protein TorY	1626	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
1627	Cytochrome c2	1627	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
1628	Cytochrome c4	1628	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
1629	Cytochrome C550 (Soluble cytochrome C)	1629	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
1630	Cytochrome c551 NirM	1630	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
1631	Cytochrome c551 peroxidase (EC 1.11.1.5)	1631	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1632	Cytochrome c551/c552	1632	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
1633	Cytochrome c552 precursor (EC 1.7.2.2)	1633	10	0	0	12	2	1	0	2	0	2	1	0	0	0	1	1	0	0	1	0
1634	Cytochrome c553	1634	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
1635	Cytochrome C553 (soluble cytochrome f)	1635	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
1636	Cytochrome c553-like	1636	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
1637	Cytochrome c55X precursor NirC	1637	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
1638	Cytochrome cd1 nitrite reductase (EC:1.7.2.1)	1638	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
1639	Cytochrome d ubiquinol oxidase subunit I (EC 1.10.3.-)	1639	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
1640	Cytochrome d ubiquinol oxidase subunit II (EC 1.10.3.-)	1640	10	1	1	1	0	0	0	0	0	17	0	2	0	0	0	0	0	0	0	0
1641	Cytochrome O ubiquinol oxidase subunit I (EC 1.10.3.-)	1641	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
1642	Cytochrome O ubiquinol oxidase subunit II (EC 1.10.3.-)	1642	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
1643	Cytochrome O ubiquinol oxidase subunit III (EC 1.10.3.-)	1643	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
1644	Cytochrome O ubiquinol oxidase subunit IV (EC 1.10.3.-)	1644	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
1645	Cytochrome oxidase biogenesis protein Cox11-CtaG, copper delivery to Cox1	1645	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
1646	Cytochrome oxidase biogenesis protein Sco1/SenC/PrrC, putative copper metallochaperone	1646	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
1647	Cytochrome oxidase biogenesis protein Surf1, facilitates heme A insertion	1647	10	0	0	8	0	1	0	2	0	0	0	1	0	0	0	0	0	0	0	0
